puzzleId	word	row	column	direction	clueContent	Edge (y/n)	Clue length	Image prompt	Image addition (if needed)	Puzzle number	Difficult word (y / n)
000001	CRYSTAL	2	1	across	Quartz	Y	6			1	
000001	ROC	3	1	across	<i>	Y	3	An image of a crocodile 	Text under the image: C__	1	
000001	ANA	3	5	across	Santa __	N	8			1	
000001	OS	4	1	across	Operating System	Y	16			1	
000001	KITS	4	4	across	Tool sets	N	9			1	
000001	SEMI	5	1	across	Half	Y	4			1	
000001	HE	5	6	across	Helium	N	6			1	
000001	S	6	1	across	After R	Y	7			1	
000001	INNER	6	3	across	__ peace	N	8			1	
000001	WISDOM	7	1	across	Foresight	Y	9			1	
000001	OASES	8	1	across	Desert spots	Y	12			1	
000001	A	8	7	across	First letter	N	12			1	
000001	RG	9	1	across	Research group	Y	14			1	
000001	REAP	9	4	across	"Sow" opposite	N	14			1	
000001	DOG	10	1	across	<i>	Y	3	Image of a dog		1	
000001	SIT	10	5	across	Rest	Y	4			1	
000001	CROSSWORD	1	2	down	<i>	Y	3	Image of a crossword puzzle		1	
000001	ROSE	1	3	down	<i>	Y	3	Image of a rose		1	
000001	IAGO	6	3	down	Jafar's parrot	N	14			1	
000001	YC	1	4	down	Yacht club	Y	10			1	
000001	MISS	4	4	down	Female address	N	14			1	
000001	G	9	4	down	Government	N	10			1	
000001	S	1	5	down	Stratosphere	Y	12			1	
000001	KINDER	3	5	down	Gentler	N	7			1	
000001	TAI	1	6	down	__ chi	Y	6			1	
000001	NOSES	5	6	down	Sniffers	N	8			1	
000001	ANTHEM	1	7	down	Patriotic song	Y	14			1	
000001	AI	8	7	down	W__ver	N	6			1	
000001	LASER	1	8	down	<i>	Y	3	Image of a laser beam	Text under the image: __ beam	1	
000001	APT	7	8	down	Appropriate	Y	11			1	
000002	UNICORN	2	1	across	<i>	Y	3	Image of a unicorn		2	
000002	NIT	3	1	across	Tiny egg	Y	8			2	
000002	SEE	3	5	across	Look at	N	7			2	
000002	IC	4	1	across	<i>	Y	3	Image of an ice cube	Text under the image: _ce	2	
000002	SITE	4	4	across	Area map	N	8			2	
000002	VEST	5	1	across	<i>	Y	3	Image of a sweater vest		2	
000002	UD	5	6	across	Univ. Diploma	N	13			2	
000002	E	6	1	across	Energy	Y	6			2	
000002	HURRY	6	3	across	Move fast	N	9			2	
000002	REOPEN	7	1	across	Open again	Y	10			2	
000002	SATIN	8	1	across	Shiny fabric	Y	12			2	
000002	Y	8	7	across	Yourself	N	8			2	
000002	AS	9	1	across	Canv__	Y	6			2	
000002	DANE	9	4	across	From Denmark	N	12			2	
000002	LYN	10	1	across	__ Collins	Y	10			2	
000002	LAT	10	5	across	Los Angeles Times	Y	17			2	
000002	UNIVERSAL	1	2	down	Global	Y	6			2	
000002	NICE	1	3	down	Pleasant	Y	8			2	
000002	EASY	6	3	down	Beginner mode	N	13			2	
000002	IT	1	4	down	<i>	Y	3	Image of a guitar	Text under the image: Gu__ar	2	
000002	SHOT	4	4	down	Photo snap	N	10			2	
000002	N	9	4	down	Nutrition	N	9			2	
000002	C	1	5	down	<i>	Y	3	Image of a can	text under the image: _an	2	
000002	STUPID	3	5	down	Not smart	N	9			2	
000002	OSI	1	6	down	P__ts	Y	5			2	
000002	RENAL	5	6	down	Kidney-related	N	14			2	
000002	RETURN	1	7	down	Come back	Y	9			2	
000002	NA	8	7	down	Not all	N	7			2	
000002	NEEDY	1	8	down	Wanting	Y	7			2	
000002	YET	7	8	down	Still	Y	5			2	
000003	PLASTER	2	1	across	Wall cover	Y	10			3	
000003	RAGE	3	1	across	Ire	Y	3			3	
000003	LI	3	6	across	Liters	N	6			3	
000003	OT	4	1	across	Operating Theater	Y	17			3	
000003	CHEF	4	4	across	Gourmet pro	N	11			3	
000003	BEER	5	1	across	<i>	Y	3	Image of a bottle of beer		3	
000003	CT	5	6	across	Corporate Tax	N	13			3	
000003	ARREST	6	1	across	Seize	Y	5			3	
000003	T	7	1	across	_hanks	Y	6			3	
000003	ETHOS	7	3	across	Moral code	N	10			3	
000003	ICC	8	1	across	Cricket Org	Y	11			3	
000003	ARA	8	5	across	Constellation	N	13			3	
000003	OPTIMAL	9	1	across	Most fit	Y	8			3	
000003	NT	10	1	across	<i>	Y	3	Image of a potted plant	Pla__	3	
000003	BELT	10	4	across	<i>	Y	3	Image of a brown leather belt 		3	
000003	PROBATION	1	2	down	Trial period	Y	12			3	
000003	LATER	1	3	down	Not now	Y	7			3	
000003	CPT	7	3	down	Cost per ten	N	12			3	
000003	AG	1	4	down	<i>	Y	3	Image of a handbag	B__	3	
000003	ERECT	4	4	down	Raise	N	5			3	
000003	SECRET	1	5	down	Hush-hush	Y	9			3	
000003	IB	8	5	down	__ex 	N	5			3	
000003	T	1	6	down	_-rex	Y	5			3	
000003	H	3	6	down	Horsepower	N	10			3	
000003	SHAME	5	6	down	Feel bad	N	8			3	
000003	ELECTORAL	1	7	down	__ vote	Y	7			3	
000003	RIFT	1	8	down	Breakup	Y	7			3	
000003	SALT	6	8	down	<i>	Y	3	Image of a salt in a salt shaker		3	
000004	OFFENCE	2	1	across	Legal wrong	Y	11			4	
000004	RUB	3	1	across	<i>	Y	3	Image of a rubber band	text under the image: __ber	4	
000004	IAN	3	5	across	__ Fleming	N	10			4	
000004	CR	4	1	across	<i>	Y	3	Image of a scroll	text under the image: S__oll	4	
000004	CORD	4	4	across	Rope piece	N	10			4	
000004	HYPE	5	1	across	Media buzz	Y	10			4	
000004	RO	5	6	across	Return on	N	9			4	
000004	E	6	1	across	Error	Y	5			4	
000004	ARROW	6	3	across	Bow's mate	N	10			4	
000004	STREET	7	1	across	Avenue	Y	6			4	
000004	TOTAL	8	1	across	Whole	Y	5			4	
000004	P	8	7	across	Pediatric	N	9			4	
000004	RF	9	1	across	<i>	Y	3	Image of a woman surfing	Text under the image: Su__	4	
000004	LINE	9	4	across	Queue	N	5			4	
000004	AUX	10	1	across	Cable type	Y	10			4	
000004	CAN	10	5	across	Soup box	Y	8			4	
000004	ORCHESTRA	1	2	down	Symphony group	Y	14			4	
000004	FURY	1	3	down	<i>	Y	3	Image of a very angry emoji		4	
000004	TOFU	6	3	down	Bean curd	N	9			4	
000004	FB	1	4	down	Facebook	Y	8			4	
000004	PART	4	4	down	Piece	N	5			4	
000004	X	9	4	down	Xerography	N	10			4	
000004	E	1	5	down	Evidence	Y	8			4	
000004	CEREAL	3	5	down	Breakfast item	N	14			4	
000004	NIO	1	6	down	EV maker	Y	8			4	
000004	RELIC	5	6	down	Antique	N	7			4	
000004	CARROT	1	7	down	<i>	Y	3	Image of a carrot		4	
000004	NA	8	7	down	Reti__	N	6			4	
000004	ENDOW	1	8	down	Gift	Y	4			4	
000004	PEN	7	8	down	<i>	Y	3	Image of a pen		4	
000005	PERFECT	2	1	across	10/10	Y	5			5	
000005	HEIR	3	1	across	Inheritor	Y	9			5	y
000005	RU	3	6	across	Rutgers Univ	N	12			5	
000005	Y	4	1	across	Yes	Y	3			5	
000005	TOWER	4	3	across	Pisa monument	N	13			5	
000005	STEW	5	1	across	Brew	Y	4			5	
000005	AK	5	6	across	Alaska	N	6			5	
000005	IR	6	1	across	Infrared 	Y	9			5	
000005	NST	6	4	across	I__ead	N	6			5	y
000005	CAY	7	1	across	__man islands	Y	13			5	
000005	PET	7	5	across	Cat or dog	N	10			5	
000005	IDEAL	8	1	across	Best case	Y	9			5	
000005	O	8	7	across	Oxygen	N	6			5	
000005	SE	9	1	across	Special Edition	Y	15			5	
000005	WILL	9	4	across	Testament	N	9			5	y
000005	TRUSTED	10	1	across	Credible	Y	8			5	y
000005	PHYSICIST	1	2	down	Scientist	Y	9			5	
000005	EE	1	3	down	Everything else	Y	15			5	
000005	TRADER	4	3	down	Merchant	N	8			5	
000005	RITE	1	4	down	<i>	Y	3	Image of a typewriter	Text under the image: Typew__r	5	
000005	YE	6	4	down	__ old shoppe	N	13			5	
000005	U	9	4	down	Urban	N	5			5	
000005	FROWN	1	5	down	<i>	Y	3	Image of a frowning person		5	
000005	AWS	7	5	down	Jigs__	N	6			5	
000005	E	1	6	down	<i>	Y	3	Image of an elephant		5	
000005	W	3	6	down	Window	N	6			5	
000005	SPLIT	5	6	down	__ ends	N	7			5	y
000005	CREATE	1	7	down	Build	Y	5			5	
000005	LE	8	7	down	__gendary	N	9			5	
000005	TURK	1	8	down	<i>	Y	3	Image of a turkey	Text on the right of the image: __ey	5	
000005	TOLD	6	8	down	Shared a secret	Y	15			5	
000006	WHEREAS	2	1	across	In contrast	Y	11			6	
000006	EARN	3	1	across	Make money	Y	10			6	
000006	CW	3	6	across	Cold Weather	N	12			6	
000006	DRS	4	1	across	<i>	Y	3	Image of two doctors		6	
000006	STA	4	5	across	__dium	N	6			6	
000006	NP	5	1	across	Now Playing	Y	11			6	
000006	ATOP	5	4	across	Above	N	5			6	
000006	E	6	1	across	Exchange	Y	8			6	
000006	AFAR	6	3	across	At a distance	N	13			6	
000006	SWIFT	7	1	across	Singer Taylor	Y	13			6	
000006	V	7	7	across	Voyage	N	6			6	
000006	DI	8	1	across	<i>	Y	3	Image of dice	__ce	6	
000006	AIDE	8	4	across	Assistant	N	9			6	
000006	AFRICAN	9	1	across	From Kenya	Y	10			6	
000006	YEAR	10	1	across	Twelve months	Y	13			6	
000006	YT	10	6	across	M__h	Y	4			6	
000006	WEDNESDAY	1	2	down	Tuesday follower	Y	16			6	
000006	HARP	1	3	down	<i>	Y	3	Image of a harp		6	
000006	WIFE	6	3	down	Better half	N	11			6	
000006	ERS	1	4	down	<i>	Y	3	Image of a sport team's jersey	J__ey	6	
000006	AI	5	4	down	American Idol	N	13			6	
000006	RA	8	4	down	Pa__de	N	6			6	
000006	RN	1	5	down	<i>	Y	3	Image of a corn cob	Co__	6	
000006	AFFAIR	4	5	down	Scandal	N	7			6	
000006	E	1	6	down	Evermore	Y	8			6	
000006	STATIC	3	6	down	White noise	N	11			6	
000006	ACTOR	1	7	down	Cast member	Y	11			6	
000006	DAY	7	7	down	Night and __	N	12			6	
000006	SWAP	1	8	down	Switch	Y	6			6	
000006	VENT	6	8	down	Ad__ure	Y	7			6	
000007	PERSIST	2	1	across	Keep on	Y	7			7	y
000007	OMIT	3	1	across	Leave out	Y	9			7	
000007	NI	3	6	across	__ssan Motors	N	13			7	
000007	R	4	1	across	<i>	Y	3	Image of a red dot	Text to the right of the image: _ed	7	
000007	SEDAN	4	3	across	Car type	N	8			7	y
000007	TAKE	5	1	across	Catch	Y	5			7	
000007	TY	5	6	across	Thank you	N	9			7	
000007	RL	6	1	across	Real life	Y	9			7	
000007	PAC	6	4	across	__ Man	N	6			7	
000007	ALS	7	1	across	Ice Bucket Challenge	Y	20			7	
000007	SHH	7	5	across	Silence!	N	8			7	
000007	YEAST	8	1	across	Bread raiser	Y	12			7	
000007	E	8	7	across	Egypt	N	5			7	
000007	AG	9	1	across	<i>	Y	3	Image of multiple suitcases on an airport trolley	Text under image: Bagg__e	7	
000007	POSE	9	4	across	Yoga stance	N	11			7	
000007	LEARNED	10	1	across	Wise	Y	4			7	
000007	PORTRAYAL	1	2	down	Depiction	Y	9			7	y
000007	EM	1	3	down	En follower	Y	11			7	
000007	ALLEGE	4	3	down	Accuse	N	6			7	y
000007	RISK	1	4	down	Calculated __	Y	13			7	
000007	SA	6	4	down	South Africa	N	12			7	
000007	A	9	4	down	Alpha	N	5			7	
000007	STEEP	1	5	down	<i>	Y	3	Image of a person climbing a steep hill		7	
000007	SPR	7	5	down	__eadsheet	N	10			7	
000007	I	1	6	down	<i>	Y	3	Image of an ice cream in a cone	Text under image: _ce cream	7	
000007	D	3	6	down	Dad	N	3			7	
000007	ASTON	5	6	down	__ Martin	N	9			7	y
000007	SNATCH	1	7	down	Take quickly	Y	12			7	
000007	SE	8	7	down	Con__nt	N	7			7	
000007	TINY	1	8	down	<i>	Y	3	Image of magnifying glass zooming in on ant		7	
000007	HEED	6	8	down	Pay mind	Y	8			7	
000008	CONTEST	2	1	across	Competition	Y	11			8	
000008	OVAL	3	1	across	<i>	Y	3	Image of an oval 		8	
000008	TY	3	6	across	S__lish	N	7			8	
000008	NET	4	1	across	<i>	Y	3	Image of fishing net		8	
000008	COP	4	5	across	Police officer	N	14			8	
000008	TR	5	1	across	Tape Recorder	Y	13			8	
000008	CARE	5	4	across	Be concerned	N	12			8	
000008	E	6	1	across	Emblem	Y	6			8	
000008	COVE	6	3	across	Small bay	N	9			8	
000008	SMILE	7	1	across	<i>	Y	3	Image of a smiling face		8	
000008	T	7	7	across	Tropical	N	8			8	
000008	TO	8	1	across	Time Out	Y	8			8	
000008	LAME	8	4	across	__nt	N	4			8	
000008	ERRATIC	9	1	across	Unpredictable	Y	13			8	
000008	DEAR	10	1	across	__th	Y	4			8	
000008	NH	10	6	across	National Highway	Y	16			8	
000008	CONTESTED	1	2	down	Fought for	Y	10			8	
000008	OVER	1	3	down	Not under	Y	9			8	
000008	MORE	6	3	down	Any__	N	5			8	
000008	NAT	1	4	down	<i>	Y	3	Image of a pinata	Pi__a	8	
000008	CI	5	4	down	Cast Iron	N	9			8	
000008	RA	8	4	down	Red Alert	N	9			8	
000008	TL	1	5	down	Cat__e	Y	6			8	
000008	COLLAR	4	5	down	Shirt part	N	10			8	
000008	E	1	6	down	Envelope	Y	8			8	
000008	CAVEAT	3	6	down	Warning	N	7			8	
000008	STORE	1	7	down	<i>	Y	3	Image of a grocery store		8	
000008	MIN	7	7	down	Max's counterpart	N	17			8	
000008	TYPE	1	8	down	Variety	Y	7			8	
000008	TECH	6	8	down	Meta industry	Y	13			8	
000009	SHARING	2	1	across	Splitting	Y	9			9	
000009	CORN	3	1	across	<i>	Y	3	Image of a corn cob		9	
000009	AR	3	6	across	Annual Report	N	13			9	
000009	ISC	4	1	across	D__us	Y	5			9	
000009	DNI	4	5	across	Do not include	N	14			9	
000009	EE	5	1	across	<i>	Y	3	Image of a deer	D__r	9	
000009	DENT	5	4	across	Ding	N	4			9	
000009	N	6	1	across	Neutrality	Y	10			9	
000009	DEFY	6	3	across	Challenge	N	9			9	
000009	THOSE	7	1	across	That and that	Y	13			9	
000009	T	7	7	across	Troubleshoot	N	12			9	
000009	IA	8	1	across	Internal Affairs	Y	16			9	
000009	EACH	8	4	across	Apiece	N	6			9	
000009	STARTER	9	1	across	Appetizer	Y	9			9	
000009	TENT	10	1	across	<i>	Y	3	Image of a tent		9	
000009	RU	10	6	across	Rig Up	Y	6			9	
000009	SCIENTIST	1	2	down	Einstein 	Y	9			9	
000009	HOSE	1	3	down	<i>	Y	3	Image of a hose		9	
000009	HATE	6	3	down	Loathe	N	6			9	
000009	ARC	1	4	down	Rainbow shape	Y	13			9	
000009	DO	5	4	down	__ not disturb	N	14			9	
000009	AN	8	4	down	Army nurse	N	10			9	
000009	RN	1	5	down	Royal navy 	Y	11			9	
000009	DESERT	4	5	down	Sahara	N	6			9	
000009	I	1	6	down	Inoculate	Y	9			9	
000009	DEFEAT	3	6	down	Not win	N	7			9	
000009	NANNY	1	7	down	Sitter	Y	6			9	
000009	CER	7	7	down	Sau__	N	5			9	
000009	GRIT	1	8	down	Courage	Y	7			9	
000009	THRU	6	8	down	Drive-__ ATM	Y	12			9	
000010	DISMISS	2	1	across	Brush aside	Y	11			10	
000010	ICON	3	1	across	Symbol	Y	6			10	
000010	NW	3	6	across	North west	N	10			10	
000010	SEN	4	1	across	<i>	Y	3	Image of a gift	Pre__t	10	
000010	BOA	4	5	across	Feather wrap	N	12			10	
000010	GD	5	1	across	Granddaughter	Y	13			10	
000010	BARN	5	4	across	Farm structure	N	14			10	
000010	U	6	1	across	Unraveling	Y	10			10	
000010	SECT	6	3	across	Faction	N	7			10	
000010	STUCK	7	1	across	Glued	Y	5			10	
000010	W	7	7	across	Wholesale	N	9			10	
000010	TA	8	1	across	<i>	Y	3	Image of tally marks depicting 5	__lly	10	
000010	OUCH	8	4	across	Pained cry	N	10			10	
000010	EXAMPLE	9	1	across	Specimen	Y	8			10	
000010	DINE	10	1	across	Feast	Y	5			10	
000010	UN	10	6	across	User Name	Y	9			10	
000010	DISGUSTED	1	2	down	Repulsed	Y	8			10	
000010	ICED	1	3	down	<i>	Y	3	Image of a glass of iced tea	__ tea	10	
000010	TAXI	6	3	down	Cab	N	3			10	
000010	SON	1	4	down	Junior, to senior	Y	17			10	
000010	SU	5	4	down	Start up	N	8			10	
000010	AN	8	4	down	Grammar article	N	15			10	
000010	MN	1	5	down	Mobile Node	Y	11			10	
000010	BECOME	4	5	down	Turn into	N	9			10	
000010	I	1	6	down	Interconnection	Y	15			10	
000010	BACKUP	3	6	down	Alternative	N	11			10	
000010	SNORT	1	7	down	Pig noise	Y	9			10	
000010	CLU	7	7	down	In__de	N	6			10	
000010	SWAN	1	8	down	<i>	Y	3	Image of a swan		10	
000010	WHEN	6	8	down	Question of time	Y	16			10	
000011	SIDEBAR	2	1	across	News supplement	Y	15			11	
000011	CLAN	3	1	across	Family	Y	6			11	
000011	GA	3	6	across	Ground Attack	N	13			11	
000011	A	4	1	across	Association	Y	11			11	
000011	TENET	4	3	across	Doctrine	N	8			11	
000011	TEAM	5	1	across	<i>	Y	3	Image of a football team in a huddle		11	
000011	NE	5	6	across	North-east	N	10			11	
000011	TX	6	1	across	Texas	Y	5			11	
000011	YAD	6	4	across	D__, two parts	N	14			11	
000011	ECO	7	1	across	Friendly prefix	Y	15			11	
000011	VAC	7	5	across	__uum	N	5			11	
000011	RINSE	8	1	across	Washer cycle	Y	12			11	
000011	U	8	7	across	Upgrade	N	7			11	
000011	ET	9	1	across	<i>	Y	3	Image of a bottle of ketchup	K__chup	11	
000011	ARAB	9	4	across	A of UAE	N	8			11	
000011	DEVOTEE	10	1	across	Zealot	Y	6			11	
000011	SCATTERED	1	2	down	Strewn	Y	6			11	
000011	IL	1	3	down	Ag__e	Y	5			11	
000011	EXCITE	4	3	down	Stir up	N	7			11	
000011	DATA	1	4	down	<i>	Y	3	Image of a line graph		11	
000011	ON	6	4	down	Not off	N	7			11	
000011	V	9	4	down	Vector	N	6			11	
000011	ENEMY	1	5	down	Foe	Y	3			11	
000011	SAO	7	5	down	__ Paulo	N	8			11	
000011	B	1	6	down	Boundary	Y	8			11	
000011	N	3	6	down	Novelty	N	7			11	
000011	AVERT	5	6	down	Forestall	N	9			11	
000011	AGENDA	1	7	down	To-do list	Y	10			11	
000011	AE	8	7	down	Alg__	N	5			11	
000011	RATE	1	8	down	Evaluate	Y	8			11	
000011	CUBE	6	8	down	<i>	Y	3	Image of a cube		11	
000012	SUFFICE	2	1	across	Be enough	Y	9			12	y
000012	TIER	3	1	across	<i>	Y	3	Image of a tiered cake	Arrow pointing to one of the tiers	12	
000012	AX	3	6	across	T__icab	N	7			12	
000012	Y	4	1	across	_ Axis	Y	6			12	
000012	ROUTE	4	3	across	Way to go	N	9			12	
000012	LENS	5	1	across	<i>	Y	3	Image of a camera lens		12	
000012	TC	5	6	across	Take care	N	9			12	
000012	IA	6	1	across	Encycloped__	Y	12			12	
000012	TML	6	4	across	Too Much Love	N	13			12	
000012	SSW	7	1	across	<i>	Y	3	Image of a compass pointing at 202.5 degree		12	y
000012	AER	7	5	across	__oplane	N	8			12	
000012	TITAN	8	1	across	<i>	Y	3	Image of a ship	Text under the image: __ic	12	
000012	I	8	7	across	_ love you	N	10			12	
000012	IL	9	1	across	p__ot	Y	5			12	
000012	AGED	9	4	across	Elderly	N	7			12	
000012	CYCLONE	10	1	across	Storm	Y	5			12	y
000012	STYLISTIC	1	2	down	Artful	Y	6			12	
000012	UI	1	3	down	University of Iowa	Y	18			12	
000012	EASILY	4	3	down	Simply	N	6			12	y
000012	FERN	1	4	down	<i>	Y	3	Image of fern plant		12	y
000012	WT	6	4	down	Ne__on	N	6			12	
000012	C	9	4	down	Celsius	N	7			12	
000012	FROST	1	5	down	Poet Robert __	Y	14			12	
000012	AAL	7	5	down	Avg Annual Loss	N	15			12	
000012	I	1	6	down	Iodine	Y	6			12	
000012	U	3	6	down	You	N	3			12	
000012	MANGO	5	6	down	King of fruits	N	14			12	
000012	CATTLE	1	7	down	Dairy animals	Y	13			12	
000012	EN	8	7	down	English	N	7			12	
000012	EXEC	1	8	down	__utive	Y	7			12	y
000012	RIDE	6	8	down	Trip	Y	4			12	
000013	PARTAKE	2	1	across	Join	Y	4			13	y
000013	RCO	3	1	across	Recruitment Office	Y	18			13	
000013	YEL	3	5	across	__low	N	5			13	
000013	ON	4	1	across	<i>	Y	3	Image of a spoon	Text under the image: spo__	13	
000013	SEED	4	4	across	Plant starter	N	13			13	
000013	MERE	5	1	across	Only	Y	4			13	
000013	PE	5	6	across	Private Equity	N	14			13	
000013	I	6	1	across	Myself	Y	6			13	
000013	ORDER	6	3	across	Decorum	N	7			13	
000013	SILVER	7	1	across	<i>	Y	3	Image of a silver medal		13	
000013	INLET	8	1	across	Bay area	Y	8			13	y
000013	X	8	7	across	Ten	N	3			13	
000013	NT	9	1	across	Network Traffic	Y	15			13	
000013	REAP	9	4	across	Gather crops	N	12			13	y
000013	GOT	10	1	across	America's __ Talent	Y	19			13	
000013	RAS	10	5	across	<i>	Y	3	Image of two tiaras	Text under the image: Tia__	13	
000013	PROMISING	1	2	down	Hopeful	Y	7			13	
000013	ACNE	1	3	down	<i>	Y	3	Image of a face with acne		13	
000013	INTO	6	3	down	Interested	N	10			13	
000013	RO	1	4	down	P__ject	Y	7			13	
000013	ROLL	4	4	down	Dice throw	N	10			13	y
000013	T	9	4	down	Transformation	N	14			13	
000013	T	1	5	down	<i>	Y	3	Image of a tshirt		13	
000013	SERVER	3	5	down	Web host	N	8			13	
000013	AYE	1	6	down	Pirate's yes	Y	12			13	
000013	DETER	5	6	down	Prevent	N	7			13	y
000013	KEEPER	1	7	down	Goalie	Y	6			13	
000013	AA	8	7	down	Battery type	N	12			13	
000013	ELDER	1	8	down	Family head	Y	11			13	
000013	XPS	7	8	down	Xerox Printers	Y	14			13	y
000014	EVIDENT	2	1	across	Obvious	Y	7			14	
000014	PINE	3	1	across	<i>	Y	3	image of a pine tree		14	
000014	EO	3	6	across	Th__ry	N	6			14	
000014	I	4	1	across	Oneself	Y	7			14	
000014	TANGO	4	3	across	Latin dance	N	11			14	y
000014	SPEC	5	1	across	Specification	Y	13			14	
000014	LL	5	6	across	Lower Left	N	10			14	
000014	CHROME	6	1	across	<i>	Y	3	Image of the Google Chrome logo		14	
000014	O	7	1	across	Round	Y	5			14	
000014	ENACT	7	3	across	Make law	N	8			14	
000014	PAS	8	1	across	<i>	Y	3	Image of a chocolate pastry	Text under the image: __try	14	
000014	CTI	8	5	across	Ta__c	N	5			14	
000014	ALTERED	9	1	across	Made fit	Y	8			14	y
000014	LW	10	1	across	A__ays	Y	6			14	
000014	NODE	10	4	across	Link spot	Y	9			14	y
000014	EPISCOPAL	1	2	down	Open __ Church	Y	14			14	y
000014	VI	1	3	down	<i>	Y	3	Image of a vial 	Text under the image: __al	14	
000014	PH	4	3	down	Acidity scale	N	13			14	
000014	ALW	7	3	down	Sand__ood	N	9			14	
000014	INTEREST	1	4	down	Loan cost	Y	9			14	
000014	DEACON	1	5	down	Church aid	Y	10			14	y
000014	EN	8	5	down	__glish	N	7			14	
000014	E	1	6	down	<i>	Y	3	Image of a compass with a circle around E		14	
000014	N	3	6	down	Network	N	7			14	
000014	MACRO	5	6	down	Large	N	5			14	y
000014	NEGLECTED	1	7	down	Ignored	Y	7			14	
000014	TOOL	1	8	down	<i>	Y	3	Image of a tool box	Text under the image: __ box	14	
000014	TIDE	6	8	down	Moon's pull	Y	11			14	
000015	SNIPPET	2	1	across	Short bit	Y	9			15	y
000015	EY	3	1	across	<i>	Y	3	Image of a key	Text under the image: K__	15	
000015	ROAR	3	4	across	Lion's cry	N	10			15	
000015	NEVER	4	1	across	Not ever	Y	8			15	
000015	Y	4	7	across	Why	N	3			15	
000015	S	5	1	across	Snake-shaped	Y	12			15	
000015	GATE	5	3	across	Entryway	N	8			15	
